tweets,class
Funny the @realDonaldTrump supporters claiming @CarlyFiorina isn't the conservative she claims to be #irony,irony
"Oh dear @ScottMorrisonMP being persecuted over your faith, God forbid you would have to get on a boat &amp; go somewhere else #irony #auspol",irony
Wait. Are flares back in style because my legs would be so happy if this is indeed a fact #skinniesmakemefeellarge #irony,irony
so Ionic is a tool to build apps on HTML based on Angular and Cordova? Still it is at least currently for iOS and Android only? #ironic #wtf,irony
"@kevinbridges86 can I get my money back then mate? Ruined by audience members, and if I'm honest, most of them were Scottish haha #Ironic",irony
I complained to the council about a noisy grate waking my baby. They come out to fix it past 9pm!! #irony #dontknowwhatsworse @LeedsCC_Help,irony
"So it's wrong to be a Scottish, Welsh, English nationalist but perfectly fine to be a British nationalist? #irony #hypocrisy",irony
"Walked into the dentist office and what was playing on the radio? ""I cant feel my face when I'm with you..."" #irony",irony
So HE knows you commit the sin of bigotry... cuz youre white. #irony @ToniMZ81 @RBRNet9 @BanCollectivism @johncardillo,irony
"@WombleRFC @DDonnachie94 yep, yet its your taxes getting used to bomb these countries forcing them to be refugees. #Irony",irony
@MirickKathy @AnnCoulter Right. But Zionism matters most to Jews as a whole. And most Jews voted for Obama. #ironic,irony
The #irony of walking in a bright flashing downtown @nlct crosswalk and being yelled at by speeding motorists to pay attention....,irony
Tried walking on the grass so it would be better on my knees and ended up falling in a hole and sprained my ankle #ironic,irony
"The words #irony &amp; #hypocrisy,are being tortured;House votes to end frivolous lawsuits, while preparing to file frivolous lawsuit!",irony
"Interesting irony-see #MountainMen on TV trapping/skinning animals, then in the middle of the show see a commercial for @SPCA. #hmmm #ironic",irony
"Not one, but TWO popup ads on a @PCmag article about... people using ad blocking software in iOS 9. #irony http://t.co/tuCHOFJwX3",irony
"Let's see. 

One is perfectly okay, the other, a ""threat.""

Interesting.

#AhmedMohamed #irony #guncontrol #terrorism http://t.co/qOD0b9kd9h",irony
Excited: @yanisvaroufakis on #bbcqt next week. Then realised - I will be in Athens working with Greek partners. #irony I will watch catch up,irony
"Some in the party suggest my support 4 #Corbyn is only about myself, letting down the poor unemployed and vulnerable like...   myself #irony",irony
nuagenetworks: RT vebutton: Docker and Ironic - a match made in heaven http://t.co/ZUTbWg8UUY #NuageNetworks #Openstack #Ironic #Docker,irony
Palm oil at risk as haze envelops world's biggest growers | TODAYonline http://t.co/BFgYFja5ZT #Irony http://t.co/ZKsmPbjeIt,irony
"I just got a cold call from an audiology place and there was so much line interference I hung up, saying ""I can't hear anything"". #irony",irony
@LittleLloyd14 @P_riceless2 @TheJaLloyd do you mean 'dumber'? Haha #irony - in fairness that is brilliant though lol,irony
"Old time newspaper excludes a renowned parliamentarian from leaders' debate. Social media says, Ha! Watch this! #irony @ElizabethMay",irony
In Which I Learn Why There Are No Great Women Composers http://t.co/1A94n4CHy5 via @wordpressdotcom #ironic #womeninmusic #composers,irony
My favourite part of that exchange is the caller saying 'our soldiers died for freedom of speech' while lambasting Corbyn's use of it #irony,irony
"Er, that's your brother George standing on the RUINS of the World Trade Centre. Which he failed to protect. #irony https://t.co/nARxXh3gdl",irony
I wrote my name in the sand &amp; the tide washed it away #ironic #painting #California #Florida #art http://t.co/OSRfiingdb,irony
@Arctic_Warlocks @mttgcast I find this so hilarious with how much they talk about not understanding Minecraft.  #Irony #HappyAnniversary,irony
@BT_India @IndiaToday @rsprasad the same people who campaign against towers crib that their network doesn't work #Irony,irony
"After 2 years of divisiveness, broken promises and  industrial strength bullshit the Libs opt for INSTABILITY and get a polls boost! #irony",irony
"Sounds like some sort of middle class coffee shop optimistic gonorrhoea ""super""! #irony https://t.co/QQ0g4ASl8K",irony
"Has anyone ever wondered what hashtags are for? What is it for? Who came up with it.
#Confused #Irony",irony
#invisibleillness forces us to deny many of our thoughts in order to keep living #irony #spoonies http://t.co/G3IHhwFij6,irony
the #irony of #Florida officials being banned from using the words #climateChange to #GlobalWarming. #byeFelicia https://t.co/1jsrQKTsbT,irony
".@CircleTheatreGR ""I love that I can just be myself with you."" #ironic #catchmeifyoucanGR #circletweetseat http://t.co/TFuBXuuCzd",irony
"Based on what I've seen so far, none of the leaders have capitalized on the topic of economy. #elxn42 #GlobeDebate #cndpoli #rimshot #irony",irony
When you read a short story for class and it literally matches every aspect of what's happening in your own life today... #irony #mindblown,irony
Just tried to swipe left to turn the page of a physical book about a woman's struggle with technology addiction. #irony,irony
Selling relaxation is exhausting!! Time for a bath. #lushlife #jobperks #irony https://t.co/fV57PzOnnp,irony
Is it really a year since the Scots voted to keep the Union. How time flies. Meanwhile the nation is actually split politically. #irony,irony
"""To back Mr. #Trump, these voters must repudiate everything they believe."" http://t.co/41dAqSefSl #Yep #GOP #Crazy #Irony #Christian",irony
Ramona walked away from the reunion set over nude photos... and almost flashed her cooch in the process of getting up. #Irony #RHONY,irony
"@Hitlery_Cuntoon @japantimes it's funny, you make fun of Clinton but are just as militaristic as she is. #irony",irony
"ok, i still don't understand how does it work twitter, but, i admit that is funny
#ironic #paradisecityjaja",irony
We want COAS to do PM's job --- And ---- Want PM to do Military Chief's job. #Irony #Peshawar #Badaber,irony
Do #creditcard companies think that I will want their promotion the 47th time i #shred the letter they send? #irony #funny,irony
"@shawnhalpin The fact that people are claiming to be insulted and referring to her as a ""slut"" in the process really makes me laugh. #irony",irony
Ban Testing on Animals but Outrage when Ban of slaughtering them to Eat them! #Irony  https://t.co/QxmiemgP62,irony
The Lord works in mysterious ways @CarlyFiorina on @ppact proved it to the #msm today #tcot #p2 #cnndebate #irony http://t.co/VpafyxeRe3,irony
"#irony : ""cabby B""honking B/C ""cabby A"" won't move from the spot that NEITHER of them are suppose to be in anyway. http://t.co/R1G0fIt7W6",irony
I didn't think this place had wifi until I engaged with other human beings who told me we had wifi. #ironic #sortof,irony
"Says ""The King of KochWorld"" #irony Another sign we've gone Through the Looking Glass http://t.co/5GNqvhIyXw  https://t.co/xtRxbRqYTp",irony
Pretty sure I learned most of the stuff covered by the proserve by not drinking responsibly... #irony,irony
Just struck me that #JonStewart retired shortly after one of his early cast got the Late Show on CBS.  How's that for a #Passover.  #ironic,irony
I'm going to Richmond for Worlds. My sister lives in VA Beach. Guess where she will be? Up here at her HS reunion. #irony @Seannybucket,irony
Funny how they say to give our UNCONDITIONAL love to the boys when the company itself can't even do it. #irony http://t.co/6aIRSgjoD7,irony
Just had an ad pop up on a piece I was reading about ad-blocking. I'm on the blower to Natalie Imbruglia as we speak #ironic,irony
Tick--tock..Talibeard your time is nigh!! #FashionPolice #overrated #kale #ironic #byebye http://t.co/OHzkouCsoJ,irony
"Shaking her head in derision watching the stoners on the movie  half baked , with a bong in her hand .
#pothead 
#irony",irony
@sluttysunflower I think she's trying to be #edgy and #ironic bc latinas will say similar things to black women but like...,irony
"The more a capcom FG ages and ""becomes relatively obscure""  the better the comp gets and the more I enjoy watching the matches. #Irony",irony
"#lildicky#Richhomie #fettywap $ave That Money, #ironic http://t.co/cYTt6YCk7f https://t.co/ByIzRjwzoo",irony
When you're talking really loudly and don't realize it because you have headphones in... and your working at a library... #Irony,irony
Tried to look up Cinderella episode info for Faerie Tale Theatre on IMDB...Couldn't see it bc of so many Cinderella movie pop-ups #irony,irony
@Lawrence The thing that eventually takes down the Trump campaign may be one of his supporters. #irony,irony
Did you know in the giant brontosaurus on the way to Palm Springs is a Creationist museum? #GoFigure #mindblown #ironic #funfact,irony
#fight in #japanese #parliament during debate over #pacifism http://t.co/nfAqpZNDCG #irony #ironic #lol #funny #wtf #weird #weirdnews #gtfo,irony
@DrGPradhan @kailashkaushik8 @OfficeOfRG @narendramodi IT IS A BIG #IRONY THOSE WHO LOST EVERYTHING IN #INDEPENDENCEMOVARENOT EVEN MENTIONED,irony
Just been to an Alcoholics Anonymous office that is located between a pub and a brewery. Oh the #irony,irony
When social platforms and contributors generated content platforms becomes the new news mainstream..  #irony http://t.co/jRB26286sw,irony
morning joe complaining the #GOPDebate was all about trump but joey starts every show with a 30 minute trump BLOW JOB  #irony,irony
When people in the Oil &amp; Gas industry start buying electric cars I question how much they value their own jobs... #ironic,irony
@josephsputa I say nigga &amp; you call me an expired mayo jar lmfao. #Irony go be ignorant out my mentions corn,irony
Congratulations @anandibenpatel With least airports minimal air connectivity in state you achieved so much #irony  https://t.co/XMGpzvgZ75,irony
@LNLonRN reveals that #peakoil no longer a problem. Reason? Drilling now possible in Arctic thanks to #climatechange #Irony,irony
"Migrants throwing rocks at the Hungarian Border - where's THEIR humanity now? 

#Ironic
#MigrantCrisis",irony
"@evanrachelwood @Bi_Calendar @MTV @madfitzroth good for her
and yet Evan blocked me once for being too much of a bisexual activist. #ironic",irony
"Ironically, In 1947, Art Display was started in the attic above a butcher shop. #sign #history #irony #thebutchershop http://t.co/rZIxOlRMh3",irony
"""This isn't Russia"" says Jersey CZAR @RoFloESPN 

#USAmericans #practicesquad #irony @WilliamsonNFL @DanielDopp",irony
@matt9dawson If you were as annoying as the article claimed then everyone would know - it wouldn't need an article to point it out ! #irony,irony
Yeah one can't compare the urgancy of enforcing laws #p2 hates with laws they love #tcot #irony @PoliticoPunditX http://t.co/xbOHhiPLZR,irony
Big blow to Nehru dynasty comes from Mamata declassifying files. Not from 282+ govt. #Irony #BoseFiles,irony
"To the UKIPPER who shouted 'Nationalist Scum' at me. You're the one waving a national flag &amp; banging on about patriotism. #irony
#stillyes",irony
If she had the required US Gov email they would already have them. #irony #HillaryEmail  https://t.co/J8y9CvAGLW,irony
"Guy so preoccupied with with social media... dude, it's happening right in front of your face! #notinthemoment #irony http://t.co/Pv5PtWvAaj",irony
"That's right, I've been locked out of the system used to reset your password!
#Irony #CircularReference #Trapped http://t.co/0u80viXFbl",irony
"Got to be some huge twist to come - he didn't have an affair at all, meanwhile she has one ... #irony #DrFoster",irony
#racist  from #israel on a #xenophobic rant #irony is she doesn't know  she's #white #jews a #religion never a #race https://t.co/wk4LSZhfuB,irony
"""Women are the ball..."" Sounds familiar...think I might have heard that before #Irony  https://t.co/y9Yy9BUqLs",irony
"@trugazi_ No you just looked foolish sharing a story, making a sweeping racial declaration all while being ignorant of the facts #irony",irony
Played the most intense nightfall in my life this morning with @PSNSmoke3320 and @ZacharyKroenin1 clutch revives and I got alpha lupi #irony,irony
Observation: Scots who complain about Corbyn &amp; GSTQ are same people who claim refugees should be fighting for their country. #ironic,irony
"@PlashingVole This is the nationalism rather than ""patriotism"" that Orwell complained about. #ironic @jeremycorbyn",irony
@michelangeloruc install a coach? 😀 #yeswecampo Maybe if the AFC still had reserves players playing this may not be happening #irony,irony
Driver just flew thru a school zone on Scarsdale in #Htown #noticethestickers #irony http://t.co/GixMwz9COr,irony
@BanksyOfficial has reportedly banned pens being taken into #Dismaland because of #graffiti on exhibits - #Irony at its best 😂,irony
The views approaching the summit were truly breathtaking despite a work-related phone call #Ironic #Arran http://t.co/Uq0Z3Ka8ZK,irony
@nytpolitics I guess #Fiorina forgot the role #Hillary2016 played in the Lilly Ledbetter Fair Pay Act. #irony #GOPDebate,irony
#Irony is in India one has to take care of both their own problems &amp;the problems of others' others just because they are distant relatives!,irony
"The @nytimes is now a collection of dozens of articles wrt @realDonaldTrump, all of them explaining his irrelevance. #irony not their forte.",irony
"Save the heart-beating fetuses as per @CarlyFiorina, giv'em birth and abuse them as an unwanted child. #irony #nonsense #PlannedParenthood",irony
Schools policy by shadow education Lucy Powell https://t.co/ZUHZeL5apG ignored by same press attacking #Corbyn on women's rep #irony #jez4pm,irony
Kinda like how the people deciding appointments to the #NPA view court findings as are merely opinion. #irony #fail  https://t.co/F6iADQfBWQ,irony
"@AhDaniC i associate flying the ""confederate flag"" with the Nazi flag. 😂 They're both symbols of racial discrimination. #irony",irony
"""You gatta be a student to be a great teacher and sometimes you gatta follow to be a good leader"" @ProVerbMusic #Irony",irony
#Ironic that people who think they are a better than others because of income or intelligence are actually the lowest people I know.,irony
#Irony of Left  being upset that someone said Obama a Muslim is hilarious. Liberalism is a mental disorder. #TCOT http://t.co/G3Kv8gvjVE,irony
#Hungary which made a significant donation to the victims of communism memorial. Huh. #irony #cdnpoli  https://t.co/q8Fi2B0YWw,irony
"@realDonaldTrump According to the left, being a Muslim is NOT a BAD thing. So why get ruffled that someone called Obama a Muslim? #Irony 😒",irony
@TheView You said this week that there are consequences for the jokes you make... face your consequence from us nurses #NursesUnite #ironic,irony
"#irony When you read the text message wrong and miss your eye exam appt.  LOL  Thought it was going to be at 1pm,... http://t.co/Rzr5ubLhy7",irony
"Talk about Irony... Ashley Madison's CEO claims he is faithful husband...
#irony #hacking #marriage #onlineprivacy
http://t.co/hDcdI0tO6X",irony
"Googling ""how to tie a tie"" for my dad's wedding because my dad wasn't around to teach me how #Irony 😂😂",irony
"The guy with the ""Don't Tread on Me"" flag for a profile pic is arguing that the govt needs to continue to keep marijuana illegal #irony",irony
"There is nothing as great as being sick, have all-day heahache and feeling like ... actually, not feeeling at all. 
#sick #irony #weekend",irony
not your kid - but definitely this kid. This kids picture is totally okay. @Slate #irony #badphotochoice https://t.co/gfzIVmsdGr,irony
#irony huh...@BarackObama not even in race...too much #hatergonnahate #reiders https://t.co/AeeJ58TrcJ,irony
"Obama brags about cutting the deficit. But, deficits are exactly what the #Fed needs to monetize in order to keep the party going. #Irony",irony
Remember this? Pregnant Darla campaigns for the lovableness of Pit Bulls. Her Pit kills her. http://t.co/hZTMMASdYm #FlashbackFriday #Irony,irony
@xsummerrain4x THIS!!! But really it's the leftist (including leftist Muslims) who get the most insulted #irony #notreally @jtlol,irony
Pitching an already successful model is tougher than pitching a new one #startup #pitching #irony #goldenTicket @Truelancer_ @DelhiStartups,irony
Funny how most girls w kids or have kids on the way were on birth control &amp; here I am w/o birth control yet still not pregnant #ironic 🐸☕️,irony
How come a nurse and first responder (My mom&amp;Me) got every medicine but not a single band aid at this house. #FML #Ironic,irony
Image via We Heart It http://t.co/idxzdwQt28 [animated] #ariel #funny #ironic #panda http://t.co/idxzdwQt28 http://t.co/E4OZw86gHK,irony
"Is it #ironic or a coincidence? Learn the true meaning of the word by watching 5 stories by O. Henry, the master of the ironic twist.",irony
#Abellio Greater Anglia escalates minor delay into major #delay into cancellation so smoothly. Lucky to have them as train provider. #Irony,irony
"#ironic ""They hired a pro on http://t.co/ZXSPX0P762 who then listed their apartment on Airbnb"" http://t.co/KwvipyqslM @jillianiles",irony
When you search for google images of standing desk ergonomics many of the pictured women are in heels. Kinda defeats the purpose.. #irony,irony
"Neither fighting ISIS nor helping refugees, the solution to the war is removing the only one who can stop it #irony

https://t.co/5p7fuwaWng",irony
. @mayaharris_ @HillaryClinton Is Hillary retweet of this definition of #irony or just an example? Hard to say. #CREAM,irony
@jack_haug_lifty @Helen_Wood86 @petshopgirl1 @bbuk if ye want that # to work don't think there should be a space. #Irony,irony
"30 mins wasted. javascript had a typo: 'detials'. A literal lack of attention to details. twas a waste of time, but comedic gold. #irony #js",irony
"Ok.. My doggies lost., I can't stand @camsmith9 he is a bigger grub than ennis! But I'm going for the @Cronulla_Sharks now... #ironic",irony
"#Montreal is the craziest place. 
-Me, while high on mushrooms at 3 am on a Sunday. 
#Irony #Toronto #Comedy #ShowBiz #Haters #StandUp",irony
#IamAsfandYar khwaja Asifs presence in this mans funeral was n insult to the sacrifice he made #Ironic that Khwaja had the gall 2 b there,irony
"""Don't feed the hipsters"" t-shirt on a dude in skinny jeans carrying a longboard. Sorry u can't grow a beard, bro. #irony",irony
It always cracks me up when I see people at the gym continually driving around trying to get a closer parking spot #ironic,irony
When #birtherism is the #death of @realDonaldTrump campaign will that be #poetic #ironic #awesome or #dalloftheabove?,irony
@CIM_Exchange an email from the 'Director of Customer Experience' telling me I can't get my results until I pay membership again. #irony,irony
Went to get two front tires from @NTB and drove off with a nail on my back tire 😒 #isthishowtheydobusiness #IWastheretoBuyTires #ironic,irony
"#DylannRoof was so eager to kill, but doesn't want to die. Figures... http://t.co/o1bTxvcPTd #Irony #Evil #UnfitToLive #CharlestonShooting",irony
@MarianKeyes I was agin C Flack last year and look how that worked out.Typical. Shd maybe get down the bookies and bet on my agin-ee? #irony,irony
"Financial Liquidity is not Market Liquidity
Do CBs get this?
More QE will be the crash catalyst
#Irony",irony
"Note to self: while @WaltDisneyWorld is a huge joke itself, it has absolutely no sense of humor. #irony https://t.co/F9ynVChngy",irony
#FreeEnglishCourse. #Lesson 11. #Irony and #Coincidence. #LearnEnglish with #MisterDuncan. Captioned #VideoClasses. http://t.co/mImimvZZmT,irony
@NeaffBird No mention of how Watson's last try was from a cross field kick where he stole the ball from a player. #irony,irony
"I've always been described as curious, so this sounds like pretty good news! :)
#irony #curiosity https://t.co/4T0g5DNMmQ",irony
"@realDonaldTrump   He Finally Gets In Trouble, but for NOT saying something!    #IRONY #Trump2016  #TRUMPTHEATER #DonaldTrumpforPresident",irony
I think 50% of the song in the world lately is about love and it doesn't still make a difference #irony,irony
"Few things are funnier than me realizing Frank Cho was a pro pre-Spider-Gwen cover only due to this tweet...
#Irony
 https://t.co/7BhYtjnMOZ",irony
@JoolsAWilson Quite. Along with much else. I feel there should be a Goodbye magazine full of celebrities shunning publicity. #irony,irony
Overheard on the street: I don't gots a smartphone I gots an iPhone. #cantmakethisshitup #NYC #humanityhasjumpedtheshark #irony,irony
Picked up my (very camp) family cat's ashes from vets today. I will survive came on the radio. #irony,irony
#OneTimeinClass I had to introduce the person sitting right next to me to the class. His name was Jack. My name is Jill. @jimmyfallon #irony,irony
"The most #dangerous #irony is, people are #angry with others because of their own #incompetence. #AmitKalantri",irony
"It's #ironic that people want porn stars, prostitutes and other sex workers to leave the industry but then shun those of us who do.",irony
"Wow, the 3rd floor of Lockwood is allowing me to blend right in. Every workstation on this end is occupied by someone Asian. #irony",irony
"Former sex workers risk losing the careers they’ve transitioned to, sometimes in very public and humiliating ways. #ironic",irony
Oh what's that? Just driving myself to my PEDIATRIC doctor appointment which I will pay for with the money I earned at my job #irony,irony
"During the opening ceremony, I couldn't wait for the match. Now thinking the opening ceremony was the highlight of tonight #irony",irony
#tbt #timehop and now I am drunk in Italy #irony  http://t.co/SQLXu1nnO0 http://t.co/3mp26Wu69R by C_Berardi33,irony
Just wait until the Republicans find out that half the fetuses they're valiantly defending will grow up to be women who want rights! #irony,irony
@vayerism Yup. Ole @FakieFrankie blushing bride is now the loudmouth bully AND has never returned hubbys tainted earnings! #irony #phony,irony
"My broken toes actually felt better in four inch heels today, then they have in flats all week. #irony",irony
Cable companies. In other news: @CoxComm suing TW for offering new users a 12mo discount. #irony #ThingsWeAlwaysHate http://t.co/PpZP1HABU8,irony
"@secupp loved your referrence to Trump as ""OB"" on @CNN considering his target is @POTUS ""BO!"" #irony #satire",irony
There is nothing better than finally getting your car back from being fixed then getting rear ended the next day. #ironic,irony
@Metric Just read this tweet while first track is playing!! #ironic #goodTiming #greatRecord #excited #tourSoonPlease #anotherHashtag,irony
@DarrenDunbar05 I also remember the same ones giving him a load of abuse for misspelling a new player's name in a tweet! #Irony,irony
"Sex workers are unable to acquire other forms of work due to their current occupation, which is sometimes chosen out of desperation #ironic",irony
"Don't even know how the weather has been better in Scotland, come back to London and it's awful #irony",irony
Too man mother--uckers ucking with my shit #flightoftheconcords #funny #satire #irony #dryhumor #HatingOnNewZealand,irony
@TheView categorizes all nurses then criticizes trump for same. Next up invite nurses on the show #wtf #bothsuck #irony #THEnarrowVIEW,irony
@JohnJayTheMan @ChrisCuomo @RepDianeBlack @PPact ...and there's the good Christian conservative response I've come to know and love #irony,irony
Enda Kenny talking about the end of austerity whist dressed in a Tuxedo and quaffing caviar and champagne #irony,irony
"Early start today for the Family Day at my 2 kids' schools, 2 different schools, which means, family splits into 2! #Ironic",irony
"Eagerly awaiting the #BFIB calls plunk, spike, murder the ""classless"" Starlin Castro admiration of the HR. #irony",irony
Lots of paparazzi at he airport this morning. Funny to see the @TMZ dude being asked for his autograph. #Irony,irony
Do you ever wonder what the hell you have to tweet about?? Well I'm feelin like that so have decided not to say anything at all #ironic,irony
@wedaman #maupassant #apieceofstring ENG: http://t.co/m97lufNSNQ #laficelle FRE:  http://t.co/6JytydpfUW #irony,irony
Huge banner ad ... on an article that starts by suggesting you try an ad blocker ... #irony http://t.co/bvy7csbtqW,irony
"Raise funds in name of 'jeev daya', feed calves well,raise them,few years later use them to pull loads for religious processions #Irony",irony
Why do you call a fruit which is green orange? #Ironic madness and more @ #Chaskeleopenmic @ElidiorThePoet @Poetyk_Prynx @kaysmyls @SlimoGH,irony
Yuvi was the Man of the Series of all the World Cups won by Dhoni single handedly 😂 #Irony #8YearsofYuvis6Sixes,irony
The parking lot here is desolate. I guess nobody wants to kick off a Friday night meeting their therapist. #desolatelikemysoul #irony,irony
#irony australian mining billionaire(coal)who fought tax increment in his industry is going philanthrophic,irony
#irony I have to dust off this thing to test brand new tech 4 a cha. that's 'dead' in T7 (Anna).  #FightStickFridays http://t.co/H7BQOzBTYV,irony
"Consider this article as we sit in the basement mixing all weekend long. All beautiful, autumn weekend long. http://t.co/NEMxXBFWzM #irony",irony
"In a nation aspiring &amp; moving forward to become next super-power, there's a mad rush among citizenry to be declared backward. #India #Irony",irony
"Nothing is more #ironic than people with ""baby on board"" bumper stickers driving like complete assholes.",irony
Chariots of fire video is amazing too bunch of dudes running hard out while some fella sits at the piano having a dart @rageABC #ironic,irony
"@_ourownhistory @_LightToMyDark I would never have shipped them so hard if they stayed cute and adorable, lol. #irony",irony
The Domino delivery guy is running very late getting his pizza to the Domino stand at our fundraiser. #ironic #employment #opps,irony
"#Repost ankanh83 with repostapp.
・・・
#irony #pinotnoir #russianrivervalley #napa #california #usa… https://t.co/Nn7k4802yk",irony
"Coca Cola using the slogan 'come alive' for a drink with 12 teaspoons of sugar in it... #irony 
#obesityisnoaccident http://t.co/64PJ7EHTGj",irony
Remember that half court game winning attempt vs Detroit? #YouDontSay #Ironic #GoodRiddance  https://t.co/COePozObwd,irony
A meathead in white skinny jeans + sleeveless Tapout shirt called me a loser while I was helping a lady with her suitcase. #irony #I❤️Vegas,irony
2016 candidates pounce on Trump’s response to anti-Muslim question #ironic #donaldtrump http://t.co/autpCVr77g http://t.co/eaqfUPUKpd,irony
"@ELEMENTARYStaff WGN ran a Poligrip ad during ""The Many Mouths of Aaron Colville"" this week.  Just thought you'd appreciate that.  #irony",irony
It must be noted that every occupation force in the #ME sees itself as a divine liberation force &amp; those who resist it … terrorists❗️ #Irony,irony
Those dang sophomores. Never know how to treat their upper class men. You have to treat your elders with respect. #ironic,irony
"@tonybraxton@jadapinket@Janet Jackson@jasmineguy 
Idoling @americanidol #ironic iruniz idoled_
(Mourns #rupacshakur)curbs banksides_",irony
"A conspirloon replies to me with more word salad nonsense, and uses the term ""cognitive dissonance""...

https://t.co/74QnuvBnWv

#irony",irony
Isn't it rich that what might well have been the last nail in the Scott Walker campaign coffin was hammered in at the Reagan Library? #irony,irony
"@Cloudsurfermike @vanbadham @ThornburyRocks I think you mean ""..a sure sign YOU'RE not TOO smart.."" #irony",irony
"@SWCT_info @CT_Illuminerdy @SWCTVader @Vashon42 To prove your love for your hoard, you must destroy it. #ironic",irony
"#Irony  @donlemon said: ""you can put the facts right in front of people and they will believe what they want to believe.""  #Ferguson @cnn",irony
90% dislikes on their anti trump propaganda ! #Irony @FoxNews @StrengthenTheUS @DefendingtheUSA @michaeljohns @DanScavino @realDonaldTrump,irony
"Besides doing things that go against life, I wonder if the pro-life hardcore freaks know that they make others want to commit murder. #irony",irony
"Not just #ironic •
It's #discrimination and •
It ought to be stopped
  —inspired by @melissapetro #haiku",irony
"I agree. If Obama is disqualified to be POTUS on that notion, so is Ted Cruz. #irony #tlot #tcot  https://t.co/MCvElFVMl2",irony
@HGSupport Poor email deliverability fr HG shared servers is why we have to use Mandrill to get email to customers in the 1st place. #irony,irony
Why do these morons think Obama is Muslim? The U.S. would never elect a Muslim president due to that very kind of moronic thinking. #irony,irony
Just a wee pour of #blaufränkish for Grenache Day. #irony #grenacheday 🍷🇦🇹 by vanessapri http://t.co/Icv1J7TIc9 #grenacheday,irony
"The irony of how it all worked out is not lost on me...in fact, it's pretty amusing. Certain ppl just ""go"" together. #ironic",irony
"Saw this in pastebin - made me chuckle ""... You are nothing but a keyboard warrior little bitch...""   #irony",irony
And now we're discussing being antisocial on social media while at a social event. #irony #PHLLadyProjectLaunch,irony
I found the teachers with master's in gifted the least likely to differentiate for my gifted kids. #irony #gtchat https://t.co/m3cJu7e9rG,irony
Condemns all Muslims for jihadis who believe they're following Allah; supports genocide if commanded by God. #irony https://t.co/lA1Vtf310q,irony
Home Sweet Home. ♡♡ #dinner #ironic #michiganders #missmyhomies @ Washington State https://t.co/w5lN4oF1Tj,irony
"1920:Faisal of Syria&amp;the leaders of Europe were watching Greeks craving for elections,while Turks expanded to http://t.co/aH46kmJfcV #irony",irony
@pharrell has a song called freedom but supporting israel occupation over palestine... #irony #FreePalestine,irony
So upset - missed the @O2 #iPhone6sOnO2 competition because of bad signal #ironic #Justhavetowaitforfriday,irony
@_cingraham @washingtonpost Another example of GOP looking for handout....getting paid for a job they aren't willing to do #KimDavis #ironic,irony
@kathrynstinton2 sorry was on the wrong account! I would say weekday but I'm off to a conference today! #irony,irony
After Lincoln house for 750crore #cyruspoonawala to sell 10% serum stake for philanthropy plan #irony @livemint,irony
It's so sad when someone so new to your life seems to know you and care about your well being more than anyone ever has. #irony,irony
Mascara blusher eyeliner fake lashes eyeshadow. Meanwhile I'm 21 and only draw my brows and put on double eyelid sticker. #irony,irony
@DefiantLionUK @Danwarr1 @LeeP59 you started the insults. I called you a fascist because you openly support BNP and EDL. #irony,irony
"@jakemiller covers @chiddybang ""Mind Your Manners"" ft. @iconapop who was stood in that exact spot one week ago #irony http://t.co/Euf4CWIGUB",irony
@michcoll makes a living clucking like a chicken on the barnyard called #TheView yet doesn't think nursing is a real profession #irony,irony
@SassuiPalijo raise this issue madam that why wont Balochis get Naraz of Pak. Govt what Pak. Govt doing for them?? Its #Ironic  @senate,irony
@Dramatic_Jen It's already dehumanised. You only have to visit a factory farm to see that. These clerics make me laugh. #priorities #irony,irony
"When we were small, how easily we can approach any girl and make friends, now we are grown more mature, it's getting difficult.. #irony",irony
@VodafoneUK requiring a UK cc to purchase credit for a eurotraveler sim doesn't work for eurotraveler from anywhere but the UK. #irony,irony
"@magicmikecastle maybe, but i am sure u r the kind of guy who mess with the zohans! Lol #ironic nope?",irony
LOL it has rained every day during our honeymoon and on the day we leave it is PERFECTION. #ironic #thebahamas #honeymoonadventures,irony
"@Newsweek @medicaldailycom I've seen severally obese people eat huge meals and then DEMAND diet-soda!
#Irony",irony
#Hungary the #EU country that most needs migrants has the most stridently anti-immigrant stance #Irony http://t.co/OsXSjiAi37,irony
"@EddieTrunk It's called Friday night reruns with a recorded Eddie Trunk. I remember when you preached ""I'm against computer DJ's"". #ironic",irony
That Nigga watchin @Drake right now in Vegas .. Gettin all the things he asked for .. Wonderin who Im fuckin. #irony https://t.co/ehYL5k9HaA,irony
Just saw a Janhavi Courier Service at Ambarnath. Its like having a Mhalasa Data Recovery Center. #Irony,irony
@EamonnHolmes has anyone realized that the leader and deputy leader of the Labour Party are called Tom and Jerry #irony,irony
"If ""Coal companies"" diversified, rather than stubbornly stuck to its denial, they wouldn't be threatened by prospect of redundancy. #ironic",irony
"On 22 Sep, the Prez is hosting high tea for 65' war heroes but they r @JM fighting for their rights on wht will be 100days of #OROP #ironic",irony
@ClarkeMicah and didn't Alderman Roberts believe in living within your means? HUGE credit explosion under Thatcher! #irony,irony
Nicola Sturgeon made a speech about the government ignoring the people of Scotland's choice while her ministers are backing indyref2 #Ironic,irony
#tamilnadu #fishermen are apparently not #indian fishermen! #irony #discrimination https://t.co/QEAjUHGxeV,irony
