id,review_body,tokenized_text
39140,this product is horrible ended up buy turbo tax... would not buy this product again it is not easy ....,"[101, 2023, 4031, 2003, 9202, 3092, 2039, 4965, 15386, 4171, 1012, 1012, 1012, 2052, 2025, 4965, 2023, 4031, 2153, 2009, 2003, 2025, 3733, 1012, 1012, 1012, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133175,don't spend your money on this thing!  it's an over priced switcher box.  just head over to your local radio shack and you can get one for 5 bucks.,"[101, 2123, 1005, 1056, 5247, 2115, 2769, 2006, 2023, 2518, 999, 2009, 1005, 1055, 2019, 2058, 21125, 6942, 2121, 3482, 1012, 2074, 2132, 2058, 2000, 2115, 2334, 2557, 22200, 1998, 2017, 2064, 2131, 2028, 2005, 1019, 14189, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73898,the disk was bad and i was never able to install it successfully on my computer...sucks. not sure what to do,"[101, 1996, 9785, 2001, 2919, 1998, 1045, 2001, 2196, 2583, 2000, 16500, 2009, 5147, 2006, 2026, 3274, 1012, 1012, 1012, 19237, 1012, 2025, 2469, 2054, 2000, 2079, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26262,"i just finish working with jupiter guys. very dedicated people, they started last night and finished at this hour, incredible work, highly recommended if you have any issue with your computer, very direct approach nice costumer service 5 star.","[101, 1045, 2074, 3926, 2551, 2007, 13035, 4364, 1012, 2200, 4056, 2111, 1010, 2027, 2318, 2197, 2305, 1998, 2736, 2012, 2023, 3178, 1010, 9788, 2147, 1010, 3811, 6749, 2065, 2017, 2031, 2151, 3277, 2007, 2115, 3274, 1010, 2200, 3622, 3921, 3835, 9427, 2099, 2326, 1019, 2732, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73631,"not what i expected,time you fill it up its to bulky,i gave it to my daughter to use in her purse.","[101, 2025, 2054, 1045, 3517, 1010, 2051, 2017, 6039, 2009, 2039, 2049, 2000, 27446, 1010, 1045, 2435, 2009, 2000, 2026, 2684, 2000, 2224, 1999, 2014, 8722, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93699,it is a great product and it will serve me well years to come......cudos to the designers!  continue to make products that are useful.,"[101, 2009, 2003, 1037, 2307, 4031, 1998, 2009, 2097, 3710, 2033, 2092, 2086, 2000, 2272, 1012, 1012, 1012, 1012, 1012, 1012, 12731, 12269, 2000, 1996, 11216, 999, 3613, 2000, 2191, 3688, 2008, 2024, 6179, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84031,it installs amateurly like it was made for windows 3.0!  it is very slow and loads slowly.  it doesn't do what it claims like creating cards to email.  it is not intuitative.  it is amateurly put together.  do not recommend it.,"[101, 2009, 16500, 2015, 5515, 2135, 2066, 2009, 2001, 2081, 2005, 3645, 1017, 1012, 1014, 999, 2009, 2003, 2200, 4030, 1998, 15665, 3254, 1012, 2009, 2987, 1005, 1056, 2079, 2054, 2009, 4447, 2066, 4526, 5329, 2000, 10373, 1012, 2009, 2003, 2025, 20014, 14663, 8082, 1012, 2009, 2003, 5515, 2135, 2404, 2362, 1012, 2079, 2025, 16755, 2009, 1012, 102, 0, 0, 0, 0, 0, 0]"
121965,it's pretty good.  i'm still not impressed with the quality of dvd slide shows that you can make.  they're kind of grainy.  especially when you use the ken burns effect.,"[101, 2009, 1005, 1055, 3492, 2204, 1012, 1045, 1005, 1049, 2145, 2025, 7622, 2007, 1996, 3737, 1997, 4966, 7358, 3065, 2008, 2017, 2064, 2191, 1012, 2027, 1005, 2128, 2785, 1997, 8982, 2100, 1012, 2926, 2043, 2017, 2224, 1996, 6358, 7641, 3466, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95914,i have no idea how the game actually plays as it would not load.  so buy it at your own risk.  if you can make it work let me know.,"[101, 1045, 2031, 2053, 2801, 2129, 1996, 2208, 2941, 3248, 2004, 2009, 2052, 2025, 7170, 1012, 2061, 4965, 2009, 2012, 2115, 2219, 3891, 1012, 2065, 2017, 2064, 2191, 2009, 2147, 2292, 2033, 2113, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
38617,"great product, there's a lot to love with this item. and it's at a great price!! you really can not go wrong!!","[101, 2307, 4031, 1010, 2045, 1005, 1055, 1037, 2843, 2000, 2293, 2007, 2023, 8875, 1012, 1998, 2009, 1005, 1055, 2012, 1037, 2307, 3976, 999, 999, 2017, 2428, 2064, 2025, 2175, 3308, 999, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35203,this product did not have anything on the disc.  put the disk in several computers and nothing.  what a rip off.,"[101, 2023, 4031, 2106, 2025, 2031, 2505, 2006, 1996, 5860, 1012, 2404, 1996, 9785, 1999, 2195, 7588, 1998, 2498, 1012, 2054, 1037, 10973, 2125, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25837,great program.  easy to use for the novice.,"[101, 2307, 2565, 1012, 3733, 2000, 2224, 2005, 1996, 23131, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123117,this is a great product!  i've just start using it and i'm impressed with the many detailed accessories you can use while scrapping.  i just love it!,"[101, 2023, 2003, 1037, 2307, 4031, 999, 1045, 1005, 2310, 2074, 2707, 2478, 2009, 1998, 1045, 1005, 1049, 7622, 2007, 1996, 2116, 6851, 16611, 2017, 2064, 2224, 2096, 15121, 4691, 1012, 1045, 2074, 2293, 2009, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66855,"[[asin:b000hpx5o6 xingtone 5 create share ringtones & mor]<br /><br />this product is terrible!! the first time i tried to use it, it shut down my computer!!!<br />don't buy it!!!!","[101, 1031, 1031, 2004, 2378, 1024, 1038, 8889, 2692, 22269, 2595, 2629, 2080, 2575, 8418, 3070, 5524, 1019, 3443, 3745, 3614, 11115, 1004, 22822, 1033, 1026, 7987, 1013, 1028, 1026, 7987, 1013, 1028, 2023, 4031, 2003, 6659, 999, 999, 1996, 2034, 2051, 1045, 2699, 2000, 2224, 2009, 1010, 2009, 3844, 2091, 2026, 3274, 999, 999, 999, 1026, 7987, 1013, 1028, 2123, 1005, 1056, 102]"
69757,the piano is different--but that's all you get for your money.  doesn't include any new libraries or loops.  way overpriced!,"[101, 1996, 3682, 2003, 2367, 1011, 1011, 2021, 2008, 1005, 1055, 2035, 2017, 2131, 2005, 2115, 2769, 1012, 2987, 1005, 1056, 2421, 2151, 2047, 8860, 2030, 15932, 1012, 2126, 2058, 18098, 6610, 2094, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133612,"i have bought two of mavis beacon software, and both of them crashes all the time. it is impossible to go from one level to the next one! also, the manufactures don't offer fixes for these problems. don't buy it!<br>unhappy-mother","[101, 1045, 2031, 4149, 2048, 1997, 5003, 11365, 14400, 4007, 1010, 1998, 2119, 1997, 2068, 19119, 2035, 1996, 2051, 1012, 2009, 2003, 5263, 2000, 2175, 2013, 2028, 2504, 2000, 1996, 2279, 2028, 999, 2036, 1010, 1996, 22027, 2123, 1005, 1056, 3749, 8081, 2229, 2005, 2122, 3471, 1012, 2123, 1005, 1056, 4965, 2009, 999, 1026, 7987, 1028, 12511, 1011, 2388, 102, 0, 0, 0, 0]"
68182,"great price, 3 computers for one price.  does not bog down the computer the way other internet security programs do.","[101, 2307, 3976, 1010, 1017, 7588, 2005, 2028, 3976, 1012, 2515, 2025, 22132, 2091, 1996, 3274, 1996, 2126, 2060, 4274, 3036, 3454, 2079, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3416,"good product but learned students an get sign up for free with proper school information. hard to sign in, but got microsoft help.","[101, 2204, 4031, 2021, 4342, 2493, 2019, 2131, 3696, 2039, 2005, 2489, 2007, 5372, 2082, 2592, 1012, 2524, 2000, 3696, 1999, 1010, 2021, 2288, 7513, 2393, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133207,"this is a great set of cd's.  informative, fun, challenging and well worth the money.  a deal like this is hard to find, and belive me i've been looking!   my 10 yr old son very much enjoys this product as well as the middle school accelerator.","[101, 2023, 2003, 1037, 2307, 2275, 1997, 3729, 1005, 1055, 1012, 12367, 8082, 1010, 4569, 1010, 10368, 1998, 2092, 4276, 1996, 2769, 1012, 1037, 3066, 2066, 2023, 2003, 2524, 2000, 2424, 1010, 1998, 19337, 3512, 2033, 1045, 1005, 2310, 2042, 2559, 999, 2026, 2184, 1061, 2099, 2214, 2365, 2200, 2172, 15646, 2023, 4031, 2004, 2092, 2004, 1996, 2690, 2082, 23468, 1012, 102, 0, 0]"
60341,it's was a waste of money to buy don't buy disappointing never will again was grown it garbage no more,"[101, 2009, 1005, 1055, 2001, 1037, 5949, 1997, 2769, 2000, 4965, 2123, 1005, 1056, 4965, 15640, 2196, 2097, 2153, 2001, 4961, 2009, 13044, 2053, 2062, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114056,i got such an awesome deal on this that i just couldn't resist.  this totally helps me do payroll and keep a balance sheet on all our business needs.,"[101, 1045, 2288, 2107, 2019, 12476, 3066, 2006, 2023, 2008, 1045, 2074, 2481, 1005, 1056, 9507, 1012, 2023, 6135, 7126, 2033, 2079, 26854, 1998, 2562, 1037, 5703, 7123, 2006, 2035, 2256, 2449, 3791, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14821,i don't like it. its to freaking slow. it took my whole day.,"[101, 1045, 2123, 1005, 1056, 2066, 2009, 1012, 2049, 2000, 13847, 4030, 1012, 2009, 2165, 2026, 2878, 2154, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98900,at first i was upset because amazon listed this product as a disk and not a download.  i contacted the seller and they were great in sending me the disk version.  c w vaughan,"[101, 2012, 2034, 1045, 2001, 6314, 2138, 9733, 3205, 2023, 4031, 2004, 1037, 9785, 1998, 2025, 1037, 8816, 1012, 1045, 11925, 1996, 14939, 1998, 2027, 2020, 2307, 1999, 6016, 2033, 1996, 9785, 2544, 1012, 1039, 1059, 14461, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67708,my norton provides an excellent level of security which is very reliable. so far i have had no security issues since i have been using norton 360.,"[101, 2026, 10770, 3640, 2019, 6581, 2504, 1997, 3036, 2029, 2003, 2200, 10539, 1012, 2061, 2521, 1045, 2031, 2018, 2053, 3036, 3314, 2144, 1045, 2031, 2042, 2478, 10770, 9475, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19820,better than windows 8.1 any day! i purchased windows 8.1 and it simply would not install on my laptop that was using windows vista. i purchased windows 7 and it installed perfectly with no issues other than several updates.,"[101, 2488, 2084, 3645, 1022, 1012, 1015, 2151, 2154, 999, 1045, 4156, 3645, 1022, 1012, 1015, 1998, 2009, 3432, 2052, 2025, 16500, 2006, 2026, 12191, 2008, 2001, 2478, 3645, 13005, 1012, 1045, 4156, 3645, 1021, 1998, 2009, 5361, 6669, 2007, 2053, 3314, 2060, 2084, 2195, 14409, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89710,outdated as of now but this worked great when it was the newest version. love norton for ease of use.,"[101, 25963, 2004, 1997, 2085, 2021, 2023, 2499, 2307, 2043, 2009, 2001, 1996, 14751, 2544, 1012, 2293, 10770, 2005, 7496, 1997, 2224, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88344,there is no outlook email with this.  makes upgrading to 2010 office useless and this package is a waste of money for me.  i have to have outlook.,"[101, 2045, 2003, 2053, 17680, 10373, 2007, 2023, 1012, 3084, 25925, 2000, 2230, 2436, 11809, 1998, 2023, 7427, 2003, 1037, 5949, 1997, 2769, 2005, 2033, 1012, 1045, 2031, 2000, 2031, 17680, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84219,"i never recommend this product, doesnt work properly, slow, caption options is a fake, i wasted my money, i hate it","[101, 1045, 2196, 16755, 2023, 4031, 1010, 2987, 2102, 2147, 7919, 1010, 4030, 1010, 14408, 3258, 7047, 2003, 1037, 8275, 1010, 1045, 13842, 2026, 2769, 1010, 1045, 5223, 2009, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58537,too many limits and i don't want to expose my personal data online. i rather use excel for personal organization.,"[101, 2205, 2116, 6537, 1998, 1045, 2123, 1005, 1056, 2215, 2000, 14451, 2026, 3167, 2951, 3784, 1012, 1045, 2738, 2224, 24970, 2005, 3167, 3029, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59908,just a upgrade for goodness sakes..........why do we have to right a summary for it.<br />it is just an upgrade folks.,"[101, 2074, 1037, 12200, 2005, 15003, 8739, 2015, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 2339, 2079, 2057, 2031, 2000, 2157, 1037, 12654, 2005, 2009, 1012, 1026, 7987, 1013, 1028, 2009, 2003, 2074, 2019, 12200, 12455, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36632,"good price, have not installed it yet","[101, 2204, 3976, 1010, 2031, 2025, 5361, 2009, 2664, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35181,"provides a lot of information but very little in the way of interaction.  also, as the tutorial progresses it does not highlight the area in which it speaks about leaving the student to wonder what exactly the narrator is talking about.","[101, 3640, 1037, 2843, 1997, 2592, 2021, 2200, 2210, 1999, 1996, 2126, 1997, 8290, 1012, 2036, 1010, 2004, 1996, 14924, 4818, 22901, 2009, 2515, 2025, 12944, 1996, 2181, 1999, 2029, 2009, 8847, 2055, 2975, 1996, 3076, 2000, 4687, 2054, 3599, 1996, 11185, 2003, 3331, 2055, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110970,easy to use with a well designed user interface.  good value for the license fee,"[101, 3733, 2000, 2224, 2007, 1037, 2092, 2881, 5310, 8278, 1012, 2204, 3643, 2005, 1996, 6105, 7408, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131480,"i like this software, i highly recommend it for 3d rendering, i also highly recommend a rather nice pc, as it hangs mine every time :-)  2 thumbs up","[101, 1045, 2066, 2023, 4007, 1010, 1045, 3811, 16755, 2009, 2005, 7605, 14259, 1010, 1045, 2036, 3811, 16755, 1037, 2738, 3835, 7473, 1010, 2004, 2009, 17991, 3067, 2296, 2051, 1024, 1011, 1007, 1016, 16784, 2039, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119805,"another useless webpage design crap. as in my other website design review, go with sitespinner.","[101, 2178, 11809, 4773, 13704, 2640, 10231, 1012, 2004, 1999, 2026, 2060, 4037, 2640, 3319, 1010, 2175, 2007, 4573, 8091, 3678, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56487,very good item i used it for a very long  20 years and steel in used<br />thats way i gave a rating of 5 stars,"[101, 2200, 2204, 8875, 1045, 2109, 2009, 2005, 1037, 2200, 2146, 2322, 2086, 1998, 3886, 1999, 2109, 1026, 7987, 1013, 1028, 2008, 2015, 2126, 1045, 2435, 1037, 5790, 1997, 1019, 3340, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51557,thank you. it was great!! we are happy with this product. it is working great. it was on time too.,"[101, 4067, 2017, 1012, 2009, 2001, 2307, 999, 999, 2057, 2024, 3407, 2007, 2023, 4031, 1012, 2009, 2003, 2551, 2307, 1012, 2009, 2001, 2006, 2051, 2205, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104973,"don't waste your money, this is built in to windows 7!  windows 7 speech recognition is included in all versions of windows 7  and works just as well!","[101, 2123, 1005, 1056, 5949, 2115, 2769, 1010, 2023, 2003, 2328, 1999, 2000, 3645, 1021, 999, 3645, 1021, 4613, 5038, 2003, 2443, 1999, 2035, 4617, 1997, 3645, 1021, 1998, 2573, 2074, 2004, 2092, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53874,"i thought it was a good game, challenging and fun! i also like the collectors edition! i would play it again!","[101, 1045, 2245, 2009, 2001, 1037, 2204, 2208, 1010, 10368, 1998, 4569, 999, 1045, 2036, 2066, 1996, 14256, 3179, 999, 1045, 2052, 2377, 2009, 2153, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
42401,the program can't connect to activate. why it even has to have an internet connection to work i don't know. i bought the disc for a reason instead of the online download. piece of junk.,"[101, 1996, 2565, 2064, 1005, 1056, 7532, 2000, 20544, 1012, 2339, 2009, 2130, 2038, 2000, 2031, 2019, 4274, 4434, 2000, 2147, 1045, 2123, 1005, 1056, 2113, 1012, 1045, 4149, 1996, 5860, 2005, 1037, 3114, 2612, 1997, 1996, 3784, 8816, 1012, 3538, 1997, 18015, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57447,if one doesn't know what they are doing they can screw up their system with this software! this software is for people who know what they are doing!,"[101, 2065, 2028, 2987, 1005, 1056, 2113, 2054, 2027, 2024, 2725, 2027, 2064, 11224, 2039, 2037, 2291, 2007, 2023, 4007, 999, 2023, 4007, 2003, 2005, 2111, 2040, 2113, 2054, 2027, 2024, 2725, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93113,excellent upgrade from win-7 starter. got it on sale for $30.00 and definitely feel i my money was well spent on this.,"[101, 6581, 12200, 2013, 2663, 1011, 1021, 11753, 1012, 2288, 2009, 2006, 5096, 2005, 1002, 2382, 1012, 4002, 1998, 5791, 2514, 1045, 2026, 2769, 2001, 2092, 2985, 2006, 2023, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70574,"i'm a mac, but i like visio and got it through my company inexpensively.  too bad i had to buy this, but that's how it goes...","[101, 1045, 1005, 1049, 1037, 6097, 1010, 2021, 1045, 2066, 25292, 3695, 1998, 2288, 2009, 2083, 2026, 2194, 23766, 2135, 1012, 2205, 2919, 1045, 2018, 2000, 4965, 2023, 1010, 2021, 2008, 1005, 1055, 2129, 2009, 3632, 1012, 1012, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50441,easy to install the software and has worked like a charm. i have used another brand in the past and viruses still got through. all i can say is so far so good and could not beat the price!,"[101, 3733, 2000, 16500, 1996, 4007, 1998, 2038, 2499, 2066, 1037, 11084, 1012, 1045, 2031, 2109, 2178, 4435, 1999, 1996, 2627, 1998, 18191, 2145, 2288, 2083, 1012, 2035, 1045, 2064, 2360, 2003, 2061, 2521, 2061, 2204, 1998, 2071, 2025, 3786, 1996, 3976, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124789,bought this program. intalled it. tried to copy home dvd movies. roxio locks up. reboot. still doesn't work. piece of crap software. save your money and go buy nero.,"[101, 4149, 2023, 2565, 1012, 20014, 24164, 2094, 2009, 1012, 2699, 2000, 6100, 2188, 4966, 5691, 1012, 20996, 9048, 2080, 11223, 2039, 1012, 2128, 27927, 1012, 2145, 2987, 1005, 1056, 2147, 1012, 3538, 1997, 10231, 4007, 1012, 3828, 2115, 2769, 1998, 2175, 4965, 19212, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73540,tried putting it onto my lcd screen and it wasn't the correct size. don't buy this item its not even close to the correct size,"[101, 2699, 5128, 2009, 3031, 2026, 27662, 3898, 1998, 2009, 2347, 1005, 1056, 1996, 6149, 2946, 1012, 2123, 1005, 1056, 4965, 2023, 8875, 2049, 2025, 2130, 2485, 2000, 1996, 6149, 2946, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11664,great price.  saved me from a computer disaster.,"[101, 2307, 3976, 1012, 5552, 2033, 2013, 1037, 3274, 7071, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94921,"it did not work in my dvd.  i brought it to place in my dvd and learn it from my television, but it did not work.","[101, 2009, 2106, 2025, 2147, 1999, 2026, 4966, 1012, 1045, 2716, 2009, 2000, 2173, 1999, 2026, 4966, 1998, 4553, 2009, 2013, 2026, 2547, 1010, 2021, 2009, 2106, 2025, 2147, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
60566,"had trouble installing, would not install on wife's new laptop. great deal, loved it would be a great purchase for anyone. don't miss out on a bargain like this. great","[101, 2018, 4390, 23658, 1010, 2052, 2025, 16500, 2006, 2564, 1005, 1055, 2047, 12191, 1012, 2307, 3066, 1010, 3866, 2009, 2052, 2022, 1037, 2307, 5309, 2005, 3087, 1012, 2123, 1005, 1056, 3335, 2041, 2006, 1037, 17113, 2066, 2023, 1012, 2307, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130422,and they claim they don't support software bought at ebay.<br /><br />i'm legit. i always take care to verify that the guy selling me the software is legit. yet the avoid their responsibility.<br /><br />i'm switching!,"[101, 1998, 2027, 4366, 2027, 2123, 1005, 1056, 2490, 4007, 4149, 2012, 1041, 15907, 1012, 1026, 7987, 1013, 1028, 1026, 7987, 1013, 1028, 1045, 1005, 1049, 4190, 4183, 1012, 1045, 2467, 2202, 2729, 2000, 20410, 2008, 1996, 3124, 4855, 2033, 1996, 4007, 2003, 4190, 4183, 1012, 2664, 1996, 4468, 2037, 5368, 1012, 1026, 7987, 1013, 1028, 1026, 7987, 1013, 1028, 1045, 1005, 1049, 102]"
